# DFT Ca²⁺/Ln³⁺ discriminator — auto-generated
# E_aquo_Ca − E_aquo_La = -646.064556 Ha (= -405411.65 kcal/mol)
# ΔΔE(Ca − La) = (E_holo_Ca − E_holo_La) − (E_aquo_Ca − E_aquo_La)
# Class: Ln-evolved ≥ +20; Ln-preferring +5 to +20; marginal 0 to +5; ambiguous -5 to 0; Ca-evolved < -5
stem	n_atoms	E_La	E_Ca	E_apo	E_water	ddE_kcal	class
NZ_JACMYO010000001_1_73_iptm0_980_s0	15	-488.509599	-1134.597470	-457.166105	-76.428549	-14.63	Ca-evolved
NZ_PDZR01000014_1_39_iptm0_976_s0	31	-926.258430	-1572.346319	-894.816437	-76.428549	-14.64	Ca-evolved
A0A7J0CY40_actinobacteriota	46	-1213.475984	-1859.563929	-1182.021396	-76.428549	-14.68	Ca-evolved
C5CD84_bryobacter	25	-756.149778	-1402.237762	-724.737353	-76.428549	-14.70	Ca-evolved
A0A0H4TUD1_actinobacteriota	25	-756.420507	-1402.508503	-724.980661	-76.428549	-14.71	Ca-evolved
NZ_FNTH01000001_1_2342_iptm0_978_s0	15	-488.507903	-1134.595997	-457.162339	-76.428549	-14.77	Ca-evolved
A0A7V4XRQ0_acidobacterium	13	-374.712309	-1020.800427	-343.456589	-76.428549	-14.79	EXCLUDE (under-carved)
A0A3S9QNF9_actinobacteriota	5	-145.659922	-791.748168	-114.484913	-76.428549	-14.87	EXCLUDE (under-carved)
NZ_LMNL01000009_1_11_iptm0_922_s0	17	-414.773124	-1060.861449	-383.513813	-76.428549	-14.92	Ca-evolved
03_Euk_a0a6a2xq99_domain1_contigchaina-pqq-la_model	44	-1752.967967	-2399.056314	-1721.586636	-76.428549	-14.93	Ca-evolved
C5CDS2_bryobacter	15	-488.509375	-1134.597733	-457.147276	-76.428549	-14.94	Ca-evolved
NZ_BPQL01000020_1_58_iptm0_923_s0	17	-414.646761	-1060.735188	-383.382571	-76.428549	-14.98	Ca-evolved
A0A4Y9VQ86_methylotenera	32	-984.977173	-1631.065645	-953.537440	-76.428549	-15.01	Ca-evolved
A0A323VEP1_modestobacter	25	-756.418038	-1402.506529	-724.994350	-76.428549	-15.02	Ca-evolved
C5CHF7_bryobacter	17	-393.982171	-1040.070702	-362.780827	-76.428549	-15.04	Ca-evolved
A0A2W2CBU6_actinobacteriota	19	-602.809680	-1248.898215	-571.443324	-76.428549	-15.05	Ca-evolved
NZ_JAIELN010000020_1_14_iptm0_901_s0	24	-697.574700	-1343.663252	-666.239184	-76.428549	-15.06	Ca-evolved
NZ_LMMZ01000041_1_11_iptm0_911_s0	17	-414.762745	-1060.851372	-383.529143	-76.428549	-15.11	Ca-evolved
A0A6J4RNV6_actinobacteriota	26	-831.420476	-1477.509157	-800.043956	-76.428549	-15.14	Ca-evolved
A0A101NRY6_actinobacteriota	28	-795.644459	-1441.733167	-764.242437	-76.428549	-15.16	Ca-evolved
NZ_MBSO01000002_1_40_iptm0_972_s0	32	-984.867630	-1630.956342	-953.399529	-76.428549	-15.16	Ca-evolved
C1F2W0_acidobacterium	18	-527.784359	-1173.873190	-496.430200	-76.428549	-15.23	Ca-evolved
JAFBAS010000090_1_56_iptm0_980_s0	22	-716.983549	-1363.072489	-685.640732	-76.428549	-15.30	Ca-evolved
JAIEMV010000002_1_204_iptm0_976_s0	17	-468.995736	-1115.084745	-437.682379	-76.428549	-15.35	Ca-evolved
D3FE99_conexibacter	36	-1099.456333	-1745.545466	-1068.001130	-76.428549	-15.42	Ca-evolved
A0A2E2IVL5_excalibur_rank0	32	-984.987141	-1631.076337	-953.526470	-76.428549	-15.46	Ca-evolved
alphap_ivl5_excalibur	32	-984.972095	-1631.061348	-953.511981	-76.428549	-15.50	Ca-evolved
JAFBAS010000090_1_51_iptm0_986_s0	28	-795.710528	-1441.799828	-764.316022	-76.428549	-15.53	Ca-evolved
NZ_VDDA01000016_1_130_iptm0_869_s0	15	-488.502317	-1134.591621	-457.150883	-76.428549	-15.53	Ca-evolved
NZ_WOVC01000002_1_187_iptm0_922_s0	24	-697.566225	-1343.655607	-666.231411	-76.428549	-15.58	Ca-evolved
A0A841DGT3_actinobacteriota	44	-1174.734169	-1820.823564	-1143.341683	-76.428549	-15.59	Ca-evolved
A0A840I8F0_conexibacter	33	-831.511502	-1477.600936	-800.164715	-76.428549	-15.61	Ca-evolved
C1F4R6_acidobacterium	17	-468.953464	-1115.043051	-437.677389	-76.428549	-15.71	Ca-evolved
NZ_LAZS01000006_1_612_iptm0_969_s0	32	-985.024190	-1631.113838	-953.557145	-76.428549	-15.75	Ca-evolved
NZ_LMMK01000008_1_28_iptm0_929_s0	17	-414.750163	-1060.839872	-383.524324	-76.428549	-15.78	Ca-evolved
NZ_FNWZ01000004_1_234_iptm0_988_rank0	25	-1275.912189	-1922.002025	-1244.635435	-76.428549	-15.86	Ca-evolved
fnwz_234_gsdh	25	-1275.912189	-1922.002025	-1244.635435	-76.428549	-15.86	Ca-evolved
A0A840IGV3_conexibacter	22	-717.122094	-1363.211933	-685.722524	-76.428549	-15.87	Ca-evolved
NZ_JAFV01000001_1_3167_iptm0_961_s0	17	-468.979253	-1115.069329	-437.666972	-76.428549	-16.01	Ca-evolved
A0A1X1XNE4_actinobacteriota	27	-756.979747	-1403.069910	-725.671549	-76.428549	-16.07	Ca-evolved
C1F2H5_acidobacterium	28	-795.636670	-1441.727056	-764.250130	-76.428549	-16.21	Ca-evolved
A0A7V5CTJ3_acidobacterium	18	-469.186587	-1115.277168	-437.936932	-76.428549	-16.33	Ca-evolved
NC_011887_1_230_iptm0_946_s0	21	-567.053821	-1213.144496	-535.725029	-76.428549	-16.39	Ca-evolved
fern_endogluc1_A0A8T2U5N9	31	-872.012160	-1518.102999	-840.647139	-76.428549	-16.49	Ca-evolved
NZ_JAKSXY010000101_1_61_iptm0_932_s0	17	-414.727393	-1060.818286	-383.486193	-76.428549	-16.53	Ca-evolved
NZ_CP017241_1_3182_iptm0_974_s0	35	-832.997597	-1479.088628	-801.680871	-76.428549	-16.61	Ca-evolved
alphap_arginase	22	-717.110058	-1363.201154	-685.715506	-76.428549	-16.65	Ca-evolved
A0A4Y9VTQ6_methylotenera	36	-1099.418591	-1745.509714	-1067.924718	-76.428549	-16.67	Ca-evolved
cbb3oxid_NZ_RXIZ	29	-717.453253	-1363.544444	-686.085188	-76.428549	-16.71	Ca-evolved
NZ_JACIDN010000005_1_124_iptm0_928_s0	17	-468.992240	-1115.083528	-437.681597	-76.428549	-16.78	Ca-evolved
D8JPW3_hyphomicrobium	16	-488.874580	-1134.965874	-457.543878	-76.428549	-16.78	Ca-evolved
NZ_CAKLBV010000029_1_29_iptm0_971_s0	30	-813.267848	-1459.359152	-781.889753	-76.428549	-16.79	Ca-evolved
NZ_JAINDZ010000048_1_24_iptm0_920_s0	31	-834.910525	-1481.002002	-803.516697	-76.428549	-16.89	Ca-evolved
NZ_CP059398_1_1348_iptm0_935_s0	15	-488.470143	-1134.561700	-457.134417	-76.428549	-16.94	Ca-evolved
NZ_JADNQY010000028_1_814_iptm0_926_s0	41	-1102.720642	-1748.812301	-1071.282779	-76.428549	-17.01	Ca-evolved
03_Euk_a0a8x9a4a5_domain1chaina-pqq-la_model	25	-1275.915965	-1922.007648	-1244.630409	-76.428549	-17.02	Ca-evolved
Q0RHS4_frankia	22	-642.322189	-1288.414025	-610.940356	-76.428549	-17.12	Ca-evolved
A0A1T5IUN2_actinobacteriota	8	-259.837967	-905.929887	-228.573827	-76.428549	-17.17	EXCLUDE (under-carved)
NZ_LPUX01000061_1_497_iptm0_924_s0	22	-716.832103	-1362.924061	-685.503131	-76.428549	-17.20	Ca-evolved
A0AA43P6P0_actinobacteriota	22	-717.114937	-1363.206941	-685.721102	-76.428549	-17.22	Ca-evolved
Q2JF79_frankia	27	-756.997720	-1403.089886	-725.687482	-76.428549	-17.33	Ca-evolved
NZ_JQNK01000009_1_2284_iptm0_932_s0	24	-697.570353	-1343.662537	-666.237132	-76.428549	-17.34	Ca-evolved
A0A177N869_methylomonas	33	-1060.216891	-1706.309078	-1028.742822	-76.428549	-17.34	Ca-evolved
A0A250KZ66_errprone_pol_methylocaldum_methylococcales	22	-717.065937	-1363.158164	-685.641808	-76.428549	-17.36	Ca-evolved
A0A6J4QJ33_actinobacteriota	41	-1081.260537	-1727.352872	-1049.942874	-76.428549	-17.43	Ca-evolved
A0A2I2KQI7_frankia	15	-488.474025	-1134.566386	-457.145398	-76.428549	-17.45	Ca-evolved
JAFECH010000369_1_17_iptm0_937_s0	20	-491.177766	-1137.270141	-459.845782	-76.428549	-17.46	Ca-evolved
NZ_LMQV01000001_1_57_iptm0_972_s0	30	-813.298411	-1459.390843	-781.902096	-76.428549	-17.49	Ca-evolved
C1F3U4_acidobacterium	11	-298.911247	-945.003771	-267.653933	-76.428549	-17.55	EXCLUDE (under-carved)
A0A4S5EIF8_frankia	27	-757.001783	-1403.094415	-725.691506	-76.428549	-17.62	Ca-evolved
C1F341_acidobacterium	13	-374.695333	-1020.787967	-343.456164	-76.428549	-17.62	EXCLUDE (under-carved)
D3F279_conexibacter	19	-602.975496	-1249.068377	-571.606464	-76.428549	-17.77	Ca-evolved
NZ_ATYB01000014_1_1886_iptm0_957_s0	42	-1115.821538	-1761.914569	-1084.508699	-76.428549	-17.87	Ca-evolved
NZ_LMMK01000008_1_36_iptm0_928_s0	15	-488.493044	-1134.586254	-457.157669	-76.428549	-17.98	Ca-evolved
NZ_CP034086_1_1798_iptm0_913_s0	41	-1102.848354	-1748.941787	-1071.402706	-76.428549	-18.12	Ca-evolved
A0A840IK71_pqq_la	34	-927.622559	-1573.716133	-896.207559	-76.428549	-18.21	Ca-evolved
A0A328AMX2_arginase_alphaproteo_rank0	22	-717.004498	-1363.098093	-685.615098	-76.428549	-18.22	Ca-evolved
A0A0W7X7I7_actinobacteriota	31	-851.263287	-1497.357125	-819.874285	-76.428549	-18.37	Ca-evolved
C5CH97_bryobacter	18	-527.736095	-1173.829968	-496.437670	-76.428549	-18.40	Ca-evolved
A0A1A3N050_actinobacteriota	18	-527.763510	-1173.857386	-496.425968	-76.428549	-18.40	Ca-evolved
NZ_LPUX01000061_1_495_iptm0_984_s0	32	-984.937257	-1631.031172	-953.547773	-76.428549	-18.42	Ca-evolved
NZ_RXIZ01000013_1_160_iptm0_985_s0	29	-717.330942	-1363.425038	-685.969631	-76.428549	-18.54	Ca-evolved
NZ_CP165782_1_1937_iptm0_934_s0	22	-717.097858	-1363.191960	-685.703535	-76.428549	-18.54	Ca-evolved
A0A7V5CUF2_acidobacterium	24	-606.388581	-1252.482898	-575.189751	-76.428549	-18.68	Ca-evolved
A0A7Y9GDI6_actinobacteriota	30	-792.643153	-1438.737498	-761.265873	-76.428549	-18.69	Ca-evolved
NZ_CP030038_1_2526_iptm0_938_s0	15	-488.479352	-1134.573713	-457.148392	-76.428549	-18.70	Ca-evolved
A0A840IL89_conexibacter	44	-1158.457950	-1804.552553	-1127.061902	-76.428549	-18.85	Ca-evolved
C1F3K5_acidobacterium	31	-834.792837	-1480.887452	-803.394754	-76.428549	-18.86	Ca-evolved
A0A7V4XRA0_acidobacterium	37	-1004.729815	-1650.824434	-973.321017	-76.428549	-18.87	Ca-evolved
C5CI26_bryobacter	24	-643.361105	-1289.455756	-612.003955	-76.428549	-18.89	Ca-evolved
A0A940WSC5_actinobacteriota	26	-756.766324	-1402.861045	-725.369039	-76.428549	-18.93	Ca-evolved
A0A0D8B9V4_frankia	7	-146.810259	-792.905048	-115.660042	-76.428549	-18.97	EXCLUDE (under-carved)
NZ_VRUZ01000059_1_21_iptm0_916_s0	17	-414.765940	-1060.860743	-383.507122	-76.428549	-18.98	Ca-evolved
D3F5X5_conexibacter	28	-812.104870	-1458.199820	-780.706777	-76.428549	-19.07	Ca-evolved
A0A7I7JN90_actinobacteriota	8	-259.833315	-905.928377	-228.580811	-76.428549	-19.14	EXCLUDE (under-carved)
A0A143BKD0_gemmatimonadota	28	-795.648673	-1441.743783	-764.265920	-76.428549	-19.17	Ca-evolved
NZ_BPQR01000028_1_34_iptm0_983_s0	40	-1044.130299	-1690.225592	-1012.694148	-76.428549	-19.29	Ca-evolved
JACKJC010000007_1_26_iptm0_945_s0	18	-527.769902	-1173.865333	-496.445589	-76.428549	-19.37	Ca-evolved
FSRD01000002_1_1040_iptm0_928_s0	31	-834.915598	-1481.011100	-803.557437	-76.428549	-19.42	Ca-evolved
A0A838CLU6_actinobacteriota	37	-966.931545	-1613.027137	-935.502553	-76.428549	-19.48	Ca-evolved
A9B329_methylosinus	22	-717.113258	-1363.209166	-685.706637	-76.428549	-19.67	Ca-evolved
NC_011887_1_242_iptm0_944_s0	13	-262.547402	-908.643527	-231.314194	-76.428549	-19.81	EXCLUDE (under-carved)
A0A4V3Z7S9_frankia	34	-906.950218	-1553.046360	-875.585277	-76.428549	-19.82	Ca-evolved
A0A371Q300_actinobacteriota	26	-831.364919	-1477.461121	-799.996464	-76.428549	-19.86	Ca-evolved
JAFAKV010000372_1_3_iptm0_984_s0	15	-488.477118	-1134.573326	-457.143773	-76.428549	-19.86	Ca-evolved
NZ_CP088247_1_1887_iptm0_909_s0	41	-1102.565604	-1748.661922	-1071.125728	-76.428549	-19.93	Ca-evolved
03_Euk_a0a0r0fg53_domain1chaina-pqq-la_model	50	-1922.856735	-2568.953078	-1891.457483	-76.428549	-19.95	Ca-evolved
N0B8H1_hyphomicrobium	35	-1040.771185	-1686.867841	-1009.324661	-76.428549	-20.14	Ca-evolved
A0A378SS17_actinobacteriota	11	-299.114327	-945.211010	-267.855538	-76.428549	-20.16	EXCLUDE (under-carved)
A0A4Y3NQJ5_actinobacteriota	25	-756.410357	-1402.507054	-724.994435	-76.428549	-20.17	Ca-evolved
NZ_SACP01000015_1_56_iptm0_924_s0	24	-697.580163	-1343.677046	-666.248148	-76.428549	-20.29	Ca-evolved
NZ_JAKSYG010000219_1_34_iptm0_926_s0	20	-491.210081	-1137.307094	-459.908804	-76.428549	-20.37	Ca-evolved
A0A4S5EUI5_frankia	22	-717.109065	-1363.206167	-685.705972	-76.428549	-20.42	Ca-evolved
Q2J6N7_frankia	22	-717.104456	-1363.201766	-685.702314	-76.428549	-20.55	Ca-evolved
NZ_VRUW01000024_1_57_iptm0_929_s0	13	-262.397131	-908.494465	-231.162371	-76.428549	-20.57	EXCLUDE (under-carved)
A0A7V5CSI1_acidobacterium	28	-795.686889	-1441.784336	-764.299395	-76.428549	-20.64	Ca-evolved
prolidase_A0A2V5ZP60	25	-756.416572	-1402.514066	-725.003031	-76.428549	-20.67	Ca-evolved
NZ_BAUX01000009_1_92_iptm0_977_s0	17	-469.008646	-1115.106209	-437.702102	-76.428549	-20.71	Ca-evolved
NZ_LMPY01000012_1_527_iptm0_984_s0	15	-488.374515	-1134.472132	-457.044248	-76.428549	-20.75	Ca-evolved
C1F620_acidobacterium	25	-756.402093	-1402.499900	-724.988809	-76.428549	-20.87	Ca-evolved
A0A1X2EEH8_pseudonocardia	41	-1102.608439	-1748.706248	-1071.195735	-76.428549	-20.87	Ca-evolved
NZ_BGJX01000037_1_18_iptm0_952_s0	41	-1102.650929	-1748.749053	-1071.239480	-76.428549	-21.06	Ca-evolved
A0A7V4XUH8_acidobacterium	15	-488.274811	-1134.372948	-456.907235	-76.428549	-21.07	Ca-evolved
03_Euk_a0a6a5vxr4_domain1chaina-pqq-la_model	38	-1620.206133	-2266.304270	-1588.856519	-76.428549	-21.07	Ca-evolved
A0A5C7WKP0_methylophilus	28	-832.631483	-1478.729650	-801.201729	-76.428549	-21.09	Ca-evolved
C5CGT0_bryobacter	22	-716.997418	-1363.095625	-685.592040	-76.428549	-21.12	Ca-evolved
NZ_WNKS01000003_1_307_iptm0_982_s0	15	-488.487245	-1134.585760	-457.154528	-76.428549	-21.31	Ca-evolved
NZ_RXIZ01000013_1_154_iptm0_940_s0	15	-488.436496	-1134.535018	-457.107113	-76.428549	-21.31	Ca-evolved
A0A226Q5T1_acidithiobacillus	22	-717.116204	-1363.214816	-685.708668	-76.428549	-21.37	Ca-evolved
NC_011887_1_234_iptm0_946_s0	15	-488.463130	-1134.561753	-457.134268	-76.428549	-21.38	Ca-evolved
A0A5C7WJ96_methylophilus	8	-259.827952	-905.926719	-228.577755	-76.428549	-21.47	EXCLUDE (under-carved)
A0A6J4LKV5_gemmatimonadota	21	-604.152154	-1250.251114	-572.821576	-76.428549	-21.59	Ca-evolved
NZ_ARWB01000001_1_3798_iptm0_970_s0	17	-469.018303	-1115.117367	-437.715374	-76.428549	-21.65	Ca-evolved
A0A937RMK1_frankia	28	-795.610418	-1441.709485	-764.224852	-76.428549	-21.66	Ca-evolved
NZ_JAKSYH010000260_1_56_iptm0_984_s0	15	-488.326269	-1134.425466	-457.002163	-76.428549	-21.74	Ca-evolved
NZ_JAKSYC010000138_1_45_iptm0_984_s0	15	-488.482658	-1134.582119	-457.156025	-76.428549	-21.90	Ca-evolved
Q2J4G2_frankia	15	-488.474405	-1134.573943	-457.119314	-76.428549	-21.95	Ca-evolved
C1F3I6_acidobacterium	5	-145.678340	-791.778243	-114.485212	-76.428549	-22.18	EXCLUDE (under-carved)
C5CIC3_bryobacter	8	-259.824114	-905.924094	-228.574554	-76.428549	-22.23	EXCLUDE (under-carved)
NZ_RXJM01000024_1_31_iptm0_984_s0	15	-488.482795	-1134.582807	-457.156683	-76.428549	-22.25	Ca-evolved
NC_011887_1_238_iptm0_940_s0	15	-488.465649	-1134.565939	-457.146865	-76.428549	-22.42	Ca-evolved
A0A7W9J5G8_actinobacteriota	29	-870.893124	-1516.993593	-839.480893	-76.428549	-22.54	Ca-evolved
A0A2N3XWQ4_actinobacteriota	29	-663.034936	-1309.135440	-631.850316	-76.428549	-22.56	Ca-evolved
03_Euk_a0aa35sax6_domain1chaina-pqq-la_model	51	-1981.540877	-2627.641537	-1950.136171	-76.428549	-22.66	Ca-evolved
NZ_VRUW01000024_1_54_iptm0_950_s0	15	-488.471141	-1134.571886	-457.157357	-76.428549	-22.71	Ca-evolved
NZ_JTLA01000073_1_5_iptm0_974_s0	32	-984.947691	-1631.048547	-953.495722	-76.428549	-22.78	Ca-evolved
C1F5U8_acidobacterium	28	-795.652428	-1441.753313	-764.270006	-76.428549	-22.80	Ca-evolved
A0A177N827_methylomonas	34	-1060.586929	-1706.687842	-1029.150653	-76.428549	-22.81	Ca-evolved
NZ_CP097484_1_5967_iptm0_984_s0	15	-488.474753	-1134.575671	-457.150192	-76.428549	-22.82	Ca-evolved
C5CIY3_bryobacter	32	-984.890523	-1630.991508	-953.443444	-76.428549	-22.86	Ca-evolved
NZ_JAJALK010000015_1_82_iptm0_983_s0	15	-487.604392	-1133.705399	-456.276419	-76.428549	-22.87	Ca-evolved
A0A2K4Y980_actinobacteriota	34	-965.519680	-1611.621074	-934.109772	-76.428549	-23.12	Ca-evolved
NZ_JAFCLU010000007_1_106_iptm0_970_s0	15	-488.461854	-1134.563250	-457.144398	-76.428549	-23.12	Ca-evolved
NZ_JACIEE010000003_1_50_iptm0_976_s0	31	-926.229664	-1572.331178	-894.815490	-76.428549	-23.19	Ca-evolved
NZ_NPKS01000005_1_92_iptm0_984_s0	15	-488.480745	-1134.582308	-457.155972	-76.428549	-23.22	Ca-evolved
NZ_JAKSYL010000227_1_25_iptm0_984_s0	15	-488.484149	-1134.585731	-457.160667	-76.428549	-23.23	Ca-evolved
NZ_JAKSYJ010000111_1_64_iptm0_982_s0	15	-488.485597	-1134.587453	-457.160427	-76.428549	-23.41	Ca-evolved
NZ_CP042823_1_5566_iptm0_984_s0	15	-488.484898	-1134.586955	-457.161359	-76.428549	-23.53	Ca-evolved
NCCZ01000010_1_80_iptm0_956_s0	18	-527.752609	-1173.854689	-496.427585	-76.428549	-23.55	Ca-evolved
JAEUMD010000019_1_122_iptm0_978_s0	35	-832.912195	-1479.014559	-801.648952	-76.428549	-23.72	Ca-evolved
NZ_BPQS01000007_1_102_iptm0_984_s0	15	-488.445909	-1134.548681	-457.124517	-76.428549	-23.98	Ca-evolved
JAFECH010000369_1_9_iptm0_912_s0	34	-965.449426	-1611.552264	-934.109147	-76.428549	-24.02	Ca-evolved
A0A401QQX7_actinobacteriota	18	-469.388775	-1115.491680	-438.092958	-76.428549	-24.06	Ca-evolved
A0A937R8G6_frankia	36	-1099.397040	-1745.500035	-1067.948509	-76.428549	-24.12	Ca-evolved
A0A840IFQ3_conexibacter	16	-488.877924	-1134.981095	-457.544058	-76.428549	-24.23	Ca-evolved
WSXZ01000045_1_9_iptm0_926_s0	31	-834.905470	-1481.008907	-803.530434	-76.428549	-24.40	Ca-evolved
D3F0F2_conexibacter	26	-831.435180	-1477.538690	-800.071790	-76.428549	-24.44	Ca-evolved
03_Euk_a0a7j7qeb4_domain1chaina-pqq-la_model	32	-1504.527377	-2150.630906	-1473.215997	-76.428549	-24.46	Ca-evolved
A0A0N9I8D7_actinobacteriota	22	-717.094302	-1363.197955	-685.718575	-76.428549	-24.53	Ca-evolved
NCCZ01000010_1_92_iptm0_968_s0	20	-508.240797	-1154.344742	-476.943517	-76.428549	-24.72	Ca-evolved
VGDT01000001_1_255_iptm0_954_s0	17	-468.972577	-1115.076681	-437.688693	-76.428549	-24.82	Ca-evolved
C1F3L1_acidobacterium	27	-736.736862	-1382.840994	-705.395846	-76.428549	-24.83	Ca-evolved
NZ_LHCD01000022_1_64_iptm0_984_s0	15	-488.451001	-1134.555204	-457.129767	-76.428549	-24.88	Ca-evolved
NZ_BPQE01000002_1_51_iptm0_984_s0	15	-488.474156	-1134.578443	-457.153792	-76.428549	-24.93	Ca-evolved
D7DKP9_methylotenera	38	-1079.962655	-1726.067193	-1048.519468	-76.428549	-25.09	Ca-evolved
NZ_LKKO01000058_1_204_iptm0_984_s0	15	-488.486646	-1134.591275	-457.167344	-76.428549	-25.15	Ca-evolved
NC_018485_1_589_iptm0_917_s0	41	-1102.776116	-1748.880758	-1071.340421	-76.428549	-25.15	Ca-evolved
NZ_JALKCH010000004_1_141_iptm0_941_s0	31	-834.914787	-1481.019493	-803.560567	-76.428549	-25.19	Ca-evolved
A0A5C7WPK3_methylophilus	22	-717.104364	-1363.209108	-685.703009	-76.428549	-25.22	Ca-evolved
NZ_JAKSYG010000209_1_65_iptm0_984_s0	15	-488.477375	-1134.582142	-457.156208	-76.428549	-25.23	Ca-evolved
C1F6F0_acidobacterium	38	-1005.032144	-1651.136943	-973.632082	-76.428549	-25.25	Ca-evolved
B1M7Z2_methylorubrum	24	-697.641984	-1343.747122	-666.275261	-76.428549	-25.47	Ca-evolved
NZ_JAKSYM010000371_1_83_iptm0_984_s0	15	-487.006137	-1133.111275	-455.686474	-76.428549	-25.47	Ca-evolved
C6WXE3_methylotenera	32	-984.963799	-1631.068959	-953.546746	-76.428549	-25.48	Ca-evolved
A0A840I924_conexibacter	46	-1383.680479	-2029.785852	-1352.220079	-76.428549	-25.61	Ca-evolved
NZ_CP030038_1_2529_iptm0_974_s0	15	-488.491120	-1134.596610	-457.159329	-76.428549	-25.69	Ca-evolved
A0A140E610_methylomonas	15	-488.470100	-1134.575709	-457.156214	-76.428549	-25.76	Ca-evolved
NZ_BPQX01000018_1_130_iptm0_983_s0	15	-488.449285	-1134.554936	-457.131986	-76.428549	-25.79	Ca-evolved
C1F288_acidobacterium	23	-547.446108	-1193.552194	-516.238553	-76.428549	-26.06	Ca-evolved
NZ_JABAIH010000018_1_8_iptm0_981_s0	28	-795.630082	-1441.736354	-764.249302	-76.428549	-26.18	Ca-evolved
NZ_BPQU01000020_1_70_iptm0_983_s0	15	-488.476572	-1134.582861	-457.156865	-76.428549	-26.19	Ca-evolved
NC_011887_1_244_iptm0_920_s0	20	-491.132177	-1137.238514	-459.830739	-76.428549	-26.22	Ca-evolved
D3F0C9_conexibacter	25	-756.238121	-1402.344787	-724.864834	-76.428549	-26.42	Ca-evolved
NZ_RQIT01000014_1_78_iptm0_974_s0	15	-488.490117	-1134.596906	-457.161363	-76.428549	-26.50	Ca-evolved
N0B4B2_hyphomicrobium	31	-834.860619	-1480.967571	-803.460366	-76.428549	-26.60	Ca-evolved
A0A553XGK7_actinobacteriota	28	-795.675363	-1441.782393	-764.298646	-76.428549	-26.65	Ca-evolved
NZ_BSOX01000478_1_4_iptm0_937_s0	15	-488.446360	-1134.553638	-457.132992	-76.428549	-26.81	Ca-evolved
VAZP01000222_1_10_iptm0_890_s0	41	-1102.822461	-1748.929838	-1071.412480	-76.428549	-26.87	Ca-evolved
A0A840I8K5_conexibacter	18	-527.756781	-1173.864437	-496.439269	-76.428549	-27.05	Ca-evolved
A0A840ICC4_conexibacter	15	-488.437237	-1134.545011	-457.125698	-76.428549	-27.12	Ca-evolved
NC_010505_1_3596_iptm0_984_s0	15	-488.430874	-1134.538697	-457.116574	-76.428549	-27.15	Ca-evolved
A0A7V5CTY1_acidobacterium	28	-795.562525	-1441.670752	-764.191246	-76.428549	-27.40	Ca-evolved
D8JX89_hyphomicrobium	28	-795.613171	-1441.721503	-764.238567	-76.428549	-27.47	Ca-evolved
NZ_QHJE01000001_1_727_iptm0_911_s0	13	-262.487862	-908.596291	-231.310788	-76.428549	-27.53	EXCLUDE (under-carved)
VAZY01000068_1_5_iptm0_978_s0	28	-795.606037	-1441.714557	-764.231532	-76.428549	-27.59	Ca-evolved
A0A246SZW5_aminopepP_alphaproteo_rank0	32	-984.943342	-1631.052026	-953.516235	-76.428549	-27.69	Ca-evolved
A0A7V4XSK5_acidobacterium	18	-527.746110	-1173.854932	-496.421987	-76.428549	-27.78	Ca-evolved
NC_015717_1_448_iptm0_938_s0	20	-491.193367	-1137.302242	-459.879033	-76.428549	-27.81	Ca-evolved
NZ_VUOK01000003_1_548_iptm0_984_s0	15	-488.444180	-1134.553137	-457.129778	-76.428549	-27.86	Ca-evolved
D7DJZ5_methylotenera	32	-984.919580	-1631.028674	-953.503779	-76.428549	-27.95	Ca-evolved
NZ_NHSJ01000058_1_8_iptm0_920_s0	15	-488.445317	-1134.554805	-457.129860	-76.428549	-28.20	Ca-evolved
A0A7V5CTL0_acidobacterium	11	-299.092815	-945.202371	-267.861104	-76.428549	-28.24	EXCLUDE (under-carved)
alphap_aminopep_p	32	-984.903434	-1631.013348	-953.479549	-76.428549	-28.46	Ca-evolved
A0A4S5EQD1_frankia	32	-984.932892	-1631.042806	-953.499587	-76.428549	-28.46	Ca-evolved
G0A6A2_methylomonas	22	-717.090279	-1363.200380	-685.700696	-76.428549	-28.58	Ca-evolved
A0A937RL09_frankia	35	-949.435557	-1595.545691	-918.068633	-76.428549	-28.60	Ca-evolved
A0A2I2KP29_frankia	15	-488.411715	-1134.522145	-457.089864	-76.428549	-28.79	Ca-evolved
A0AAI8TXH5_actinobacteriota	28	-832.365530	-1478.475962	-800.958826	-76.428549	-28.79	Ca-evolved
03_Euk_a0a1r3i9g2_domain1_contigchaina-pqq-la_model	25	-1275.892202	-1922.002817	-1244.632170	-76.428549	-28.90	Ca-evolved
A0A840IHD0_conexibacter	28	-832.778087	-1478.888702	-801.378183	-76.428549	-28.90	Ca-evolved
D3FFG5_conexibacter	42	-1156.665046	-1802.776140	-1125.229333	-76.428549	-29.20	Ca-evolved
NZ_JAFIBW010000001_1_3921_iptm0_984_s0	15	-488.472306	-1134.583902	-457.163230	-76.428549	-29.52	Ca-evolved
NZ_JAFCLU010000007_1_117_iptm0_978_s0	15	-488.378918	-1134.490743	-457.066678	-76.428549	-29.66	Ca-evolved
CP000781_1_2841_iptm0_951_s0	25	-756.276933	-1402.389023	-724.960705	-76.428549	-29.83	Ca-evolved
W0RDW0_gemmatimonadota	39	-1154.926145	-1801.038289	-1123.522555	-76.428549	-29.86	Ca-evolved
